"","meany5"
"1",0.537394101492942
"2",0.563447016169116
"3",0.575579495544993
"4",0.525498188573934
"5",0.534813083912639
"6",0.553389745892467
"7",0.562879838710736
"8",0.560505182857578
"9",0.565415695144145
"10",0.583172367053731
"11",0.57529298541541
"12",0.575156890600902
"13",0.511642195611587
"14",0.55967790480831
"15",0.586793562698507
"16",0.571883212914942
"17",0.545809019179777
"18",0.582492137032636
"19",0.555926443091205
"20",0.575413647073099
"21",0.584781647554656
"22",0.591953582101093
"23",0.569742448630026
"24",0.590253386394819
"25",0.576085015979566
"26",0.553026541666523
"27",0.5586176096636
"28",0.552883703346297
"29",0.566298557315013
"30",0.53423386894901
"31",0.531699341907109
"32",0.559183346806472
"33",0.607659201804812
"34",0.555364776921145
"35",0.535288602901128
"36",0.49691422322453
"37",0.572761310090381
"38",0.570680592661066
"39",0.573912270564811
"40",0.536166973233471
"41",0.544624268345354
"42",0.532515433037533
"43",0.585346941473961
"44",0.546438880775131
"45",0.555139033067093
"46",0.536929593010854
"47",0.538767704466176
"48",0.540644727117406
"49",0.568746653269467
"50",0.539742567602909
"51",0.560316456544807
"52",0.553035468887872
"53",0.549683485562082
"54",0.559981678703842
"55",0.523642452598668
"56",0.546847515166155
"57",0.556113447582387
"58",0.542065162968554
"59",0.550437132621083
"60",0.568342220684151
"61",0.566757398369952
"62",0.55252455736337
"63",0.57324864135198
"64",0.558433201793217
"65",0.537163685297498
"66",0.563299046302952
"67",0.586514442089828
"68",0.553404993589221
"69",0.580238757766407
"70",0.564464001323881
"71",0.556550704532984
"72",0.535551189109795
"73",0.546235114231139
"74",0.581029453385406
"75",0.537348563820318
"76",0.561361942609722
"77",0.542858281835241
"78",0.558989710042005
"79",0.517624245410693
"80",0.592812260305339
"81",0.563361480052325
"82",0.59108405992253
"83",0.554690695401514
"84",0.53970364139984
"85",0.534234350235345
"86",0.53122012669613
"87",0.577274410997257
"88",0.546739903915225
"89",0.575162852639415
"90",0.601730938883232
"91",0.557558378019671
"92",0.570069119470709
"93",0.558384888291804
"94",0.56320885328374
"95",0.522440211557103
"96",0.578336109851297
"97",0.543747472680302
"98",0.548422687423176
"99",0.556650376140833
"100",0.541062404844559
"101",0.553470519967462
"102",0.571958296455973
"103",0.561760298687564
"104",0.555101739862163
"105",0.563283258168753
"106",0.527609270896227
"107",0.537321145186929
"108",0.540140728279455
"109",0.592594627444535
"110",0.574222086982501
"111",0.573590207830676
"112",0.516628007627133
"113",0.523260755069377
"114",0.567308279662052
"115",0.610163566178778
"116",0.540873771526649
"117",0.587688826292581
"118",0.568859401575265
"119",0.537092705977175
"120",0.554457228102713
"121",0.583459481681051
"122",0.550413301755991
"123",0.560506273400705
"124",0.563081984626239
"125",0.522166517464367
"126",0.533291677549271
"127",0.565976771410551
"128",0.597426537520338
"129",0.583823496819436
"130",0.572995407755879
"131",0.575718452860446
"132",0.572880338882012
"133",0.535680179883315
"134",0.575474023654385
"135",0.541915127855237
"136",0.578738282311616
"137",0.539600072578612
"138",0.583402441743
"139",0.542555215295956
"140",0.580736090685848
"141",0.574992736995504
"142",0.5579363380007
"143",0.564314419207744
"144",0.557297808069454
"145",0.539410278656726
"146",0.569030616384257
"147",0.60948484813477
"148",0.586823133158468
"149",0.573133694347875
"150",0.542637570750531
"151",0.535786441101672
"152",0.556070955963166
"153",0.60042099173466
"154",0.60014888535514
"155",0.572597541020844
"156",0.567241770236042
"157",0.599618087536045
"158",0.530119794741954
"159",0.569897288809679
"160",0.558944248926279
"161",0.561428164785798
"162",0.605226290807733
"163",0.560759782502834
"164",0.552226435362691
"165",0.562372343013956
"166",0.557090698251184
"167",0.564505386208023
"168",0.54118186523082
"169",0.573595984660271
"170",0.57749571046066
"171",0.530935884645095
"172",0.554738148692465
"173",0.560782097156074
"174",0.556393741201273
"175",0.522071977745304
"176",0.551536856189087
"177",0.582445898294369
"178",0.549889574246676
"179",0.570766119914385
"180",0.579018760054244
"181",0.548850239737538
"182",0.588200377373643
"183",0.604746928355179
"184",0.531451224389036
"185",0.556670876536655
"186",0.554768707408524
"187",0.555585028509045
"188",0.544986743029297
"189",0.559772094470019
"190",0.510810339264238
"191",0.532721910868816
"192",0.56368479661163
"193",0.52010640916037
"194",0.539260041375287
"195",0.575392681705632
"196",0.543611782271896
"197",0.541791664823258
"198",0.53271319406137
"199",0.552887933834277
"200",0.560863520401587
"201",0.556313269481312
"202",0.528902984838442
"203",0.521841875071125
"204",0.577964170915617
"205",0.545934051471731
"206",0.581322787868758
"207",0.535092668741599
"208",0.575657764148504
"209",0.569464104257319
"210",0.577219941958208
"211",0.57109219159834
"212",0.563015956154599
"213",0.565400314568756
"214",0.579524324061678
"215",0.593820930935977
"216",0.538265547698895
"217",0.575087737351601
"218",0.602912370674893
"219",0.541322685324651
"220",0.579035792350369
"221",0.574081768861574
"222",0.538677449215029
"223",0.593015971205568
"224",0.556563288219242
"225",0.542004492725473
"226",0.56686959381919
"227",0.558258508830592
"228",0.519019242990465
"229",0.567533402016356
"230",0.567112665800595
"231",0.551266496863016
"232",0.585621088254954
"233",0.548875559108789
"234",0.604916501903605
"235",0.537600061346845
"236",0.552822124060802
"237",0.599027876350171
"238",0.550154055248045
"239",0.550083521242361
"240",0.525442807841683
"241",0.585525846333113
"242",0.533923326249616
"243",0.572303163592151
"244",0.548081089059931
"245",0.526729206927158
"246",0.503789830175708
"247",0.533954580882247
"248",0.554351021293428
"249",0.543687080866353
"250",0.574652805393775
"251",0.554262559597805
"252",0.553986271238968
"253",0.567390693803435
"254",0.530675954834188
"255",0.595321587221821
"256",0.537228483410411
"257",0.574062798090346
"258",0.596891110866448
"259",0.549431435284312
"260",0.587016466956496
"261",0.614863374001627
"262",0.565597095043336
"263",0.556622906252713
"264",0.528693841334281
"265",0.572532661743163
"266",0.549258354499383
"267",0.553906198209525
"268",0.558956869690224
"269",0.573315141844149
"270",0.624368972960507
"271",0.580347226038891
"272",0.571838705051902
"273",0.553113729415263
"274",0.554497934506526
"275",0.531808456981464
"276",0.547370301542991
"277",0.561049281385685
"278",0.565242771691114
"279",0.549083349868679
"280",0.543541711697593
"281",0.571295400902034
"282",0.609457333399068
"283",0.558365434708304
"284",0.565945389127906
"285",0.544258207029846
"286",0.565845020450138
"287",0.567118088582465
"288",0.54410770437303
"289",0.567978031121825
"290",0.563333020895773
"291",0.583341231149615
"292",0.595232093516203
"293",0.539484916151332
"294",0.593151446954767
"295",0.543274567812152
"296",0.617084324316331
"297",0.565811247856805
"298",0.553228106521755
"299",0.569440550950599
"300",0.547603644038003
"301",0.577066306806052
"302",0.549660633746954
"303",0.578318062768385
"304",0.577247420783124
"305",0.525618051017588
"306",0.521885179598949
"307",0.567237700331748
"308",0.57112683123045
"309",0.548895618184131
"310",0.561573791253838
"311",0.511990798538985
"312",0.573915636557434
"313",0.573155271894215
"314",0.557775986890502
"315",0.609352524244515
"316",0.540438333476672
"317",0.582163675407038
"318",0.510164687790618
"319",0.568697564610631
"320",0.535114236154936
"321",0.552144174766906
"322",0.533780202507562
"323",0.556897318795319
"324",0.530592482045353
"325",0.546538545406826
"326",0.540813988977048
"327",0.566032699776923
"328",0.54404419410489
"329",0.585266005491315
"330",0.558495463003199
"331",0.586905458766752
"332",0.556532808969163
"333",0.56074319689831
"334",0.522229118314771
"335",0.595049023317469
"336",0.563399483459087
"337",0.578466974209266
"338",0.522608575655313
"339",0.577013991902526
"340",0.5853749964976
"341",0.583424345105385
"342",0.550682972217549
"343",0.56755919212807
"344",0.598377020621922
"345",0.539365806529371
"346",0.578514113268416
"347",0.586692989003836
"348",0.536917707060752
"349",0.58700578705264
"350",0.546004953701579
"351",0.57105404882758
"352",0.602416895384348
"353",0.595448009951761
"354",0.573100609662807
"355",0.518152629051755
"356",0.515621204838533
"357",0.562528576090774
"358",0.549800732335222
"359",0.58190026925314
"360",0.549072389486088
"361",0.572370618251658
"362",0.581248818786104
"363",0.535316038470753
"364",0.537846448262102
"365",0.549713666041789
"366",0.562841295526686
"367",0.537514266377527
"368",0.572354436734918
"369",0.559462699339136
"370",0.528800397691895
"371",0.545683678701224
"372",0.616702858538918
