"","V1"
"1",0.025373986513037
"2",0.025857125010281
"3",0.0305770926915532
"4",0.0250752855371049
"5",0.0291694502271009
"6",0.0225425150866886
"7",0.0404603980449981
"8",0.0251245923771904
"9",0.0261620218403683
"10",0.0248016596819858
"11",0.0294588302093469
"12",0.0488326910773644
"13",0.0205034658503956
"14",0.0229852758593848
"15",0.0333159714909558
"16",0.0213365039685827
"17",0.0279484261707969
"18",0.0214731572783074
"19",0.0197165012215586
"20",0.0306635107182897
"21",0.0232015098505076
"22",0.0241617438246177
"23",0.0344187411416688
"24",0.0213751587819212
"25",0.0212671102466333
"26",0.0245444250296917
"27",0.0252776294224689
"28",0.0360876905470845
"29",0.037241821218006
"30",0.0254393792406519
"31",0.0226325506345925
"32",0.0219011921403007
"33",0.0228686606097356
"34",0.0222832312471705
"35",0.0402463014136017
"36",0.0224602242957757
"37",0.0270596688135712
"38",0.024563314727726
"39",0.0301873583322762
"40",0.0270739609654855
"41",0.0286728235203656
"42",0.0279638529716054
"43",0.0215460095869812
"44",0.0256556203844976
"45",0.0224845538613505
"46",0.0271667705081637
"47",0.0232142485182014
"48",0.0263724086694682
"49",0.0233574707196194
"50",0.0399171741318388
"51",0.0248715396659848
"52",0.0324448048751012
"53",0.0270567461161845
"54",0.0243863489083571
"55",0.0275314501461143
"56",0.0221474153815411
"57",0.020959531261345
"58",0.0270176453215438
"59",0.0218655557058305
"60",0.0258762315192373
"61",0.0276309900893
"62",0.0272848633537618
"63",0.0234433811712437
"64",0.0235495811057242
"65",0.0223315274646423
"66",0.0206373187746054
"67",0.0248076744394582
"68",0.0270550941810372
"69",0.0244988354555015
"70",0.0220622928849876
"71",0.0200342510832669
"72",0.0224001729169263
"73",0.0383819148033012
"74",0.0205706360783982
"75",0.030570511169593
"76",0.0247903644625615
"77",0.0265482701172527
"78",0.0227852543484421
"79",0.0235672753896785
"80",0.0228121606390587
"81",0.0271554871238139
"82",0.0243345604203041
"83",0.0337225958608259
"84",0.031286477396657
"85",0.0271269182594539
"86",0.0270908711029237
"87",0.0262276841027559
"88",0.023467198720657
"89",0.0300811677666329
"90",0.0212338644594616
"91",0.0241402085578887
"92",0.0339831342410098
"93",0.0261089958138966
"94",0.0336605781520803
"95",0.0277878806700345
"96",0.0218966785334554
"97",0.0262878697422873
"98",0.022628900108998
"99",0.0220305412973025
"100",0.0243349501156207
"101",0.022376790068986
"102",0.0240234031374654
"103",0.0216972692347894
"104",0.0230387982358696
"105",0.0256713178839492
"106",0.0282334433713709
"107",0.0304739074838612
"108",0.0264245094544507
"109",0.0247471111324302
"110",0.0306484675450699
"111",0.0260710127792461
"112",0.0235142820454217
"113",0.0247774251186768
"114",0.0355565782793598
"115",0.0382267631256866
"116",0.0245184998224108
"117",0.0291657947214427
"118",0.0211926787499476
"119",0.0276153468036868
"120",0.0237981700281392
"121",0.0313033128592331
"122",0.0320322277467462
"123",0.041475461320931
"124",0.035035931282386
"125",0.0254956641517136
"126",0.0268039682925623
"127",0.0561038527348429
