"","meany12"
"1",0.539802488422508
"2",0.583778062514237
"3",0.543581799595968
"4",0.529796285675117
"5",0.563209193637221
"6",0.554022954901168
"7",0.560058807278757
"8",0.568222129689812
"9",0.567695156539887
"10",0.594956453532529
"11",0.583213151442291
"12",0.516077231957506
"13",0.520540845694195
"14",0.575955272520965
"15",0.603928876782688
"16",0.565958549370575
"17",0.548921473446452
"18",0.603963155451855
"19",0.548009054784055
"20",0.556520309722953
"21",0.577068781862105
"22",0.60081566598193
"23",0.566403772787305
"24",0.596182421734703
"25",0.58721871400187
"26",0.546237284096689
"27",0.548419525220172
"28",0.539164815271736
"29",0.542866503901764
"30",0.523921861978681
"31",0.548160118293219
"32",0.557606798778919
"33",0.632292015777388
"34",0.551404257906628
"35",0.510167372729607
"36",0.517757976029908
"37",0.560684218339364
"38",0.575513601981118
"39",0.568290342808918
"40",0.545578361271929
"41",0.558553468534311
"42",0.515274592701749
"43",0.595169597365136
"44",0.558053527676561
"45",0.546708242416069
"46",0.553355772682666
"47",0.537655566892821
"48",0.558791152994525
"49",0.580205737115773
"50",0.533098443701391
"51",0.543532353920221
"52",0.575522398415221
"53",0.56957868941211
"54",0.558887914997179
"55",0.544743836248208
"56",0.541836722879822
"57",0.573546285238092
"58",0.553054280149986
"59",0.555029341489403
"60",0.569786731719576
"61",0.575429286704177
"62",0.549525192111239
"63",0.583806773945454
"64",0.558288360630489
"65",0.552036667855071
"66",0.564220067041587
"67",0.599060654996199
"68",0.578824203300009
"69",0.586399109481262
"70",0.569807890895303
"71",0.563940834543999
"72",0.538583520958804
"73",0.551822486981603
"74",0.584152538905185
"75",0.581155610560419
"76",0.550734934439393
"77",0.545029551389791
"78",0.584793553959973
"79",0.54217128624568
"80",0.581368487983474
"81",0.582984843395307
"82",0.582933279998689
"83",0.511769988271414
"84",0.524851033950694
"85",0.528884180549177
"86",0.533786469557083
"87",0.582067287365001
"88",0.565689406322453
"89",0.582943018626408
"90",0.614633521333525
"91",0.543243682000214
"92",0.567505539392164
"93",0.562658417264087
"94",0.592181630731532
"95",0.538457836703998
"96",0.564803796693924
"97",0.536466930256982
"98",0.553895205386161
"99",0.557987668116063
"100",0.556281834007824
"101",0.558365898500949
"102",0.579068006941895
"103",0.574896072990426
"104",0.564872822563896
"105",0.544750487993311
"106",0.531527012123823
"107",0.527409683850653
"108",0.548412078178772
"109",0.593187622611309
"110",0.587996971841655
"111",0.605062337387566
"112",0.524303406276728
"113",0.506940109561199
"114",0.582984412958013
"115",0.607243732744381
"116",0.534622652692719
"117",0.576605680105956
"118",0.573401648158133
"119",0.538997138851422
"120",0.562617400264348
